query_name	query_length	query_start	query_end	relative_strand	target_name	target_length	target_start	target_end	num_residue_matches	alignment_block_len	mapping_quality	.	..	...	....	.....
ERR10439742.1626894	7455	210	6553	-	OX578059.1	142895829	9681	16236	397	6555	5	tp:A:P	cm:i:32	s1:i:368	s2:i:216	dv:f:0.0078
ERR10439742.1626894	7455	5693	7228	-	OX578059.1	142895829	96359	97893	68	1535	0	tp:A:P	cm:i:6	s1:i:68	s2:i:55	dv:f:0.0502
ERR10439742.1627034	11767	162	3146	+	OX578061.1	39856278	34677	37450	234	2989	1	tp:A:P	cm:i:26	s1:i:201	s2:i:180	dv:f:0.0345
ERR10439742.1627211	24601	3	24595	-	OX578062.1	39551669	90016	114615	24328	24607	60	tp:A:P	cm:i:4501	s1:i:24326	s2:i:0	dv:f:0.0003
ERR10439742.1627214	21988	259	21376	+	OX578059.1	142895829	40905	60754	589	21120	8	tp:A:P	cm:i:41	s1:i:423	s2:i:265	dv:f:0.0551
ERR10439742.1627214	21988	21150	21798	+	OX578059.1	142895829	34364	35012	45	648	0	tp:A:P	cm:i:3	s1:i:45	s2:i:45	dv:f:0.0335
ERR10439742.1627258	8347	8	8342	-	OX578061.1	39856278	78714	82858	3219	8339	0	tp:A:P	cm:i:549	s1:i:2710	s2:i:2688	dv:f:0.0169
ERR10439742.1628252	13617	6580	13599	+	OX578059.1	142895829	142822565	142829589	4194	7024	0	tp:A:P	cm:i:696	s1:i:4194	s2:i:4194	dv:f:0.0008
ERR10439742.1628306	8133	8	4804	-	OX578060.1	91870870	91813304	91818110	4634	4814	5	tp:A:P	cm:i:816	s1:i:4632	s2:i:4542	dv:f:0.0019
ERR10439742.1628350	10045	4	10035	-	OX578059.1	142895829	74990	85443	677	10453	5	tp:A:P	cm:i:59	s1:i:622	s2:i:380	dv:f:0.0011
ERR10439742.1628500	15870	3142	15821	-	OX578063.1	29784559	29771854	29784537	1022	12683	0	tp:A:P	cm:i:97	s1:i:1022	s2:i:1017	dv:f:0.0135
ERR10439742.1628500	15870	189	11180	-	OX578063.1	29784559	29771854	29782848	855	10994	15	tp:A:P	cm:i:81	s1:i:855	s2:i:415	dv:f:0.0159
ERR10439742.1628704	10586	135	1416	+	OX578060.1	91870870	7259	8542	60	1283	0	tp:A:P	cm:i:4	s1:i:60	s2:i:60	dv:f:0.0526
ERR10439742.1628860	9312	10	9312	-	OX578060.1	91870870	91782802	91792103	7937	9302	18	tp:A:P	cm:i:1368	s1:i:7937	s2:i:7389	dv:f:0.0001
ERR10439742.1629139	9521	438	8222	+	OX578061.1	39856278	12953	20728	1124	8317	0	tp:A:P	cm:i:166	s1:i:974	s2:i:956	dv:f:0.0212
ERR10439742.1629139	9521	68	453	+	OX578061.1	39856278	13323	13729	58	406	0	tp:A:P	cm:i:5	s1:i:54	s2:i:50	dv:f:0.0222
ERR10439742.1629311	4836	234	4548	-	OX578061.1	39856278	6715	11215	382	4623	0	tp:A:P	cm:i:36	s1:i:312	s2:i:297	dv:f:0.0460
ERR10439742.1629311	4836	4533	4780	-	OX578063.1	29784559	12733	12981	42	248	0	tp:A:P	cm:i:4	s1:i:42	s2:i:0	dv:f:0.0267
ERR10439742.1629635	6257	1	6251	+	OX578060.1	91870870	91778620	91784872	6208	6253	2	tp:A:P	cm:i:1134	s1:i:6208	s2:i:6170	dv:f:0.0005
ERR10439742.1629940	13272	8003	8832	+	OX578059.1	142895829	142822471	142823091	122	829	0	tp:A:P	cm:i:14	s1:i:94	s2:i:94	dv:f:0.0379
ERR10439742.1629940	13272	4005	4834	+	OX578059.1	142895829	142822471	142823091	122	830	0	tp:A:P	cm:i:14	s1:i:93	s2:i:93	dv:f:0.0353
ERR10439742.1629940	13272	3723	6058	-	OX578059.1	142895829	51916	54257	75	2341	1	tp:A:P	cm:i:5	s1:i:73	s2:i:59	dv:f:0.1233
ERR10439742.1629940	13272	8664	9212	-	OX578059.1	142895829	52971	53522	45	551	0	tp:A:P	cm:i:3	s1:i:44	s2:i:44	dv:f:0.0633
ERR10439742.1629993	8966	165	3272	-	OX578063.1	29784559	29779028	29782136	161	3108	0	tp:A:P	cm:i:15	s1:i:161	s2:i:161	dv:f:0.0512
ERR10439742.1629993	8966	6627	8346	-	OX578063.1	29784559	29773321	29775040	119	1719	0	tp:A:P	cm:i:12	s1:i:119	s2:i:115	dv:f:0.0740
ERR10439742.1629993	8966	3491	5627	+	OX578059.1	142895829	52499	54635	96	2136	0	tp:A:P	cm:i:8	s1:i:96	s2:i:70	dv:f:0.1101
ERR10439742.1629993	8966	7875	8752	-	OX578059.1	142895829	142822061	142822938	66	877	3	tp:A:P	cm:i:10	s1:i:66	s2:i:0	dv:f:0.0419
ERR10439742.1629993	8966	8719	8961	-	OX578059.1	142895829	142822696	142822938	64	242	0	tp:A:P	cm:i:9	s1:i:64	s2:i:64	dv:f:0.0133
ERR10439742.1629993	8966	3444	3517	+	OX578059.1	142895829	76506	76579	58	73	2	tp:A:P	cm:i:7	s1:i:58	s2:i:41	dv:f:0.0353
ERR10439742.1629993	8966	3251	3517	+	OX578059.1	142895829	95727	95994	46	267	0	tp:A:P	cm:i:4	s1:i:46	s2:i:0	dv:f:0.0801
ERR10439742.1629993	8966	5602	7070	+	OX578059.1	142895829	94280	95748	46	1468	0	tp:A:P	cm:i:4	s1:i:46	s2:i:44	dv:f:0.0756
ERR10439742.1630037	4363	43	3861	-	OX578063.1	29784559	1060	6789	1064	6183	10	tp:A:P	cm:i:133	s1:i:692	s2:i:517	dv:f:0.0235
ERR10439742.1630388	10196	9	9526	+	OX578061.1	39856278	39800472	39809995	9302	9530	2	tp:A:P	cm:i:1698	s1:i:9299	s2:i:9234	dv:f:0.0012
ERR10439742.1630448	9756	51	9143	+	OX578063.1	29784559	29775441	29784537	786	9096	0	tp:A:P	cm:i:74	s1:i:786	s2:i:775	dv:f:0.0218
ERR10439742.1630448	9756	8701	9565	+	OX578063.1	29784559	29782827	29783693	84	866	3	tp:A:P	cm:i:8	s1:i:83	s2:i:57	dv:f:0.0593
ERR10439742.1630539	8919	8682	8914	-	OX578063.1	29784559	29775652	29775884	42	232	0	tp:A:P	cm:i:4	s1:i:42	s2:i:42	dv:f:0.0452
ERR10439742.1630555	12343	176	8412	+	OX578061.1	39856278	9312	18092	1371	8909	9	tp:A:P	cm:i:186	s1:i:1252	s2:i:1019	dv:f:0.0132
ERR10439742.1630689	12358	8504	12139	-	OX578061.1	39856278	5627	9260	265	3818	0	tp:A:P	cm:i:26	s1:i:206	s2:i:202	dv:f:0.0532
ERR10439742.1630698	11835	8	11831	-	OX578062.1	39551669	39455042	39466793	8421	13623	60	tp:A:P	cm:i:1455	s1:i:7971	s2:i:4358	dv:f:0.0051
ERR10439742.1630733	6523	119	6519	+	OX578061.1	39856278	39817903	39823333	1062	6402	9	tp:A:P	cm:i:126	s1:i:929	s2:i:687	dv:f:0.0111
ERR10439742.1630789	12922	2112	12914	+	OX578062.1	39551669	39464899	39475280	9729	10803	0	tp:A:P	cm:i:1717	s1:i:9672	s2:i:9644	dv:f:0.0020
ERR10439742.1630831	6271	7	6264	+	OX578063.1	29784559	67222	73481	5698	6259	60	tp:A:P	cm:i:964	s1:i:5698	s2:i:702	dv:f:0.0001
ERR10439742.1630882	11162	6	8920	-	OX578060.1	91870870	91792178	91801089	8620	8926	11	tp:A:P	cm:i:1534	s1:i:8615	s2:i:8230	dv:f:0.0017
ERR10439742.1631095	6319	3	6026	+	OX578060.1	91870870	91798006	91804052	5011	6048	5	tp:A:P	cm:i:884	s1:i:5006	s2:i:4903	dv:f:0.0011
ERR10439742.1631139	15182	40	13348	+	OX578059.1	142895829	53565	67084	603	13519	2	tp:A:P	cm:i:47	s1:i:574	s2:i:423	dv:f:0.0271
ERR10439742.1631625	16723	189	16449	-	OX578059.1	142895829	15166	31425	591	16895	0	tp:A:P	cm:i:42	s1:i:416	s2:i:392	dv:f:0.0562
ERR10439742.1631625	16723	16434	16581	-	OX578059.1	142895829	89516	89663	40	147	0	tp:A:P	cm:i:3	s1:i:40	s2:i:40	dv:f:0.0335
ERR10439742.1632378	11609	8	11601	-	OX578063.1	29784559	29689385	29701030	11493	11672	60	tp:A:P	cm:i:2098	s1:i:11469	s2:i:50	dv:f:0.0006
ERR10439742.1632714	8914	28	8911	+	OX578060.1	91870870	91812792	91821675	8822	8883	4	tp:A:P	cm:i:1629	s1:i:8822	s2:i:8712	dv:f:0.0001
ERR10439742.1632773	14634	10328	14602	+	OX578059.1	142895829	142820085	142824570	1155	4696	0	tp:A:P	cm:i:169	s1:i:1071	s2:i:1070	dv:f:0.0049
ERR10439742.1632921	5903	591	5902	+	OX578059.1	142895829	142867377	142871125	3723	5311	0	tp:A:P	cm:i:687	s1:i:3531	s2:i:3524	dv:f:0.0056
ERR10439742.1632991	7412	9	7405	-	OX578063.1	29784559	29742332	29749635	6905	7428	60	tp:A:P	cm:i:1257	s1:i:6875	s2:i:0	dv:f:0.0016
ERR10439742.1633056	7611	1206	7609	-	OX578061.1	39856278	39848726	39855130	4203	6404	40	tp:A:P	cm:i:699	s1:i:4203	s2:i:3343	dv:f:0.0003
ERR10439742.1633056	7611	76	3139	+	OX578063.1	29784559	1545	4278	243	3196	60	tp:A:P	cm:i:24	s1:i:151	s2:i:0	dv:f:0.0816
ERR10439742.1633182	9495	696	4284	+	OX578062.1	39551669	39542274	39545922	60	3676	0	tp:A:P	cm:i:4	s1:i:41	s2:i:41	dv:f:0.1477
ERR10439742.1633409	14956	3353	3632	+	OX578061.1	39856278	39853442	39853794	55	355	1	tp:A:P	cm:i:5	s1:i:42	s2:i:0	dv:f:0.1063
ERR10439742.1633409	14956	3547	7291	+	OX578062.1	39551669	39540704	39544444	45	3750	0	tp:A:P	cm:i:3	s1:i:41	s2:i:0	dv:f:0.2264
ERR10439742.1633409	14956	9035	9509	-	OX578061.1	39856278	2638	3126	45	488	0	tp:A:P	cm:i:3	s1:i:41	s2:i:0	dv:f:0.1572
ERR10439742.1633992	16766	1	16762	+	OX578060.1	91870870	91780533	91801943	13922	23597	19	tp:A:P	cm:i:2493	s1:i:12825	s2:i:11996	dv:f:0.0054
ERR10439742.1634009	12067	4537	4679	+	OX578060.1	91870870	91771408	91771550	142	142	17	tp:A:P	cm:i:24	s1:i:142	s2:i:129	dv:f:0.0053
ERR10439742.1634122	8028	1339	6762	-	OX578062.1	39551669	39506019	39511425	1823	5739	0	tp:A:P	cm:i:309	s1:i:1735	s2:i:1704	dv:f:0.0071
ERR10439742.1634383	9109	3	9018	+	OX578062.1	39551669	39474147	39483121	8116	9016	2	tp:A:P	cm:i:1418	s1:i:8112	s2:i:8036	dv:f:0.0027
ERR10439742.1634479	9820	282	9578	+	OX578059.1	142895829	17698	26783	599	9296	2	tp:A:P	cm:i:48	s1:i:570	s2:i:459	dv:f:0.0040
ERR10439742.1634714	7048	2	7044	-	OX578063.1	29784559	29737681	29744693	6476	7078	60	tp:A:P	cm:i:1107	s1:i:6455	s2:i:106	dv:f:0.0033
ERR10439742.1634722	19504	4	19502	+	OX578060.1	91870870	91774739	91798827	16298	26496	60	tp:A:P	cm:i:2908	s1:i:15149	s2:i:10914	dv:f:0.0044
ERR10439742.1634742	11009	4	11008	-	OX578060.1	91870870	91779130	91790163	9452	11051	49	tp:A:P	cm:i:1570	s1:i:9450	s2:i:7926	dv:f:0.0045
ERR10439742.1634960	8407	1946	2823	-	OX578059.1	142895829	142822061	142822727	114	877	0	tp:A:P	cm:i:15	s1:i:85	s2:i:85	dv:f:0.0190
ERR10439742.1634960	8407	1363	3329	+	OX578059.1	142895829	94280	96249	83	1969	0	tp:A:P	cm:i:7	s1:i:82	s2:i:81	dv:f:0.0964
ERR10439742.1634960	8407	911	1388	+	OX578059.1	142895829	89396	89874	40	478	0	tp:A:P	cm:i:3	s1:i:40	s2:i:40	dv:f:0.0549
ERR10439742.1635017	6294	1507	4697	-	OX578059.1	142895829	19375	22564	105	3190	0	tp:A:P	cm:i:8	s1:i:105	s2:i:80	dv:f:0.0706
ERR10439742.1635017	6294	4206	5705	+	OX578059.1	142895829	142821133	142822632	103	1499	0	tp:A:P	cm:i:9	s1:i:103	s2:i:103	dv:f:0.0133
ERR10439742.1635796	9682	102	9614	+	OX578063.1	29784559	29774386	29783904	798	9518	0	tp:A:P	cm:i:76	s1:i:797	s2:i:796	dv:f:0.0589
ERR10439742.1636212	13036	5229	12201	+	OX578063.1	29784559	14442	21419	237	7194	12	tp:A:P	cm:i:17	s1:i:174	s2:i:97	dv:f:0.0900
ERR10439742.1636212	13036	316	1723	-	OX578060.1	91870870	91829412	91830826	75	1414	3	tp:A:P	cm:i:5	s1:i:73	s2:i:59	dv:f:0.0512
ERR10439742.1636253	15947	110	10872	+	OX578061.1	39856278	16624	28466	403	11850	9	tp:A:P	cm:i:43	s1:i:257	s2:i:140	dv:f:0.0716
ERR10439742.1636253	15947	9445	14100	+	OX578063.1	29784559	30583	34809	187	4657	2	tp:A:P	cm:i:22	s1:i:126	s2:i:109	dv:f:0.0706
ERR10439742.1636253	15947	13855	15661	+	OX578061.1	39856278	36074	37878	118	1807	1	tp:A:P	cm:i:15	s1:i:117	s2:i:104	dv:f:0.0472
ERR10439742.1636290	14230	89	981	-	OX578059.1	142895829	59301	60200	75	899	0	tp:A:P	cm:i:5	s1:i:74	s2:i:73	dv:f:0.1041
ERR10439742.1636365	11868	5	11863	+	OX578062.1	39551669	67301	82899	11612	15670	60	tp:A:P	cm:i:2114	s1:i:11131	s2:i:673	dv:f:0.0007
ERR10439742.1636394	16188	295	2382	-	OX578059.1	142895829	99566	101654	90	2088	2	tp:A:P	cm:i:6	s1:i:90	s2:i:54	dv:f:0.0549
ERR10439742.1636477	11115	376	3853	-	OX578063.1	29784559	11846	15316	912	3479	0	tp:A:P	cm:i:134	s1:i:909	s2:i:897	dv:f:0.0198
ERR10439742.1636477	11115	5652	7409	+	OX578059.1	142895829	142821344	142823101	132	1757	0	tp:A:P	cm:i:14	s1:i:132	s2:i:132	dv:f:0.0267
ERR10439742.1636524	10947	3181	10143	+	OX578059.1	142895829	30161	37122	415	6962	5	tp:A:P	cm:i:38	s1:i:415	s2:i:229	dv:f:0.0168
ERR10439742.1636524	10947	210	7400	+	OX578059.1	142895829	80574	87764	165	7191	2	tp:A:P	cm:i:11	s1:i:165	s2:i:129	dv:f:0.0896
ERR10439742.1636634	13368	11600	13098	-	OX578063.1	29784559	29781138	29782637	162	1499	0	tp:A:P	cm:i:15	s1:i:162	s2:i:162	dv:f:0.0190
ERR10439742.1636781	8144	109	7930	+	OX578059.1	142895829	35208	43030	274	7822	0	tp:A:P	cm:i:19	s1:i:274	s2:i:234	dv:f:0.0468
ERR10439742.1637090	15510	3	15510	-	OX578060.1	91870870	91784134	91804423	10993	20943	0	tp:A:P	cm:i:1936	s1:i:10248	s2:i:10205	dv:f:0.0133
ERR10439742.1637233	4210	128	223	+	OX578059.1	142895829	95938	96033	43	95	0	tp:A:P	cm:i:4	s1:i:43	s2:i:0	dv:f:0.0267
ERR10439742.1637411	12744	12252	12545	+	OX578063.1	29784559	12193	12466	54	293	3	tp:A:P	cm:i:5	s1:i:44	s2:i:0	dv:f:0.0222
ERR10439742.1637608	10474	366	9391	+	OX578059.1	142895829	27675	36700	255	9025	0	tp:A:P	cm:i:17	s1:i:255	s2:i:225	dv:f:0.0539
ERR10439742.1637615	22577	5	21034	-	OX578061.1	39856278	39750116	39763401	11710	21060	13	tp:A:P	cm:i:2031	s1:i:10767	s2:i:10163	dv:f:0.0278
ERR10439742.1637997	16299	56	16293	-	OX578061.1	39856278	39806558	39822272	8945	16469	25	tp:A:P	cm:i:1542	s1:i:8812	s2:i:7553	dv:f:0.0020
ERR10439742.1638281	14468	605	14464	-	OX578059.1	142895829	46470	59910	589	14073	1	tp:A:P	cm:i:46	s1:i:476	s2:i:383	dv:f:0.0321
ERR10439742.1638281	14468	332	752	-	OX578059.1	142895829	91204	91625	45	421	0	tp:A:P	cm:i:3	s1:i:45	s2:i:40	dv:f:0.0633
ERR10439742.1638353	19131	13	17541	-	OX578059.1	142895829	36896	55268	535	18373	0	tp:A:P	cm:i:36	s1:i:422	s2:i:395	dv:f:0.0613
ERR10439742.1638353	19131	17104	18807	-	OX578059.1	142895829	83950	85654	75	1704	1	tp:A:P	cm:i:5	s1:i:75	s2:i:60	dv:f:0.0452
ERR10439742.1638539	9337	0	3942	-	OX578063.1	29784559	34564	38486	2582	3942	3	tp:A:P	cm:i:444	s1:i:2578	s2:i:2516	dv:f:0.0006
ERR10439742.1638539	9337	8638	9210	-	OX578063.1	29784559	16378	16952	45	574	2	tp:A:P	cm:i:3	s1:i:44	s2:i:0	dv:f:0.0633
ERR10439742.1638656	10868	1746	9890	+	OX578059.1	142895829	142822471	142830560	4761	8173	0	tp:A:P	cm:i:759	s1:i:4742	s2:i:4742	dv:f:0.0088
ERR10439742.1638656	10868	518	777	+	OX578059.1	142895829	142820812	142821071	41	259	0	tp:A:P	cm:i:4	s1:i:41	s2:i:41	dv:f:0.0801
ERR10439742.1638680	9830	5015	9249	-	OX578060.1	91870870	40391	44837	135	4446	1	tp:A:P	cm:i:10	s1:i:106	s2:i:91	dv:f:0.0617
ERR10439742.1638712	8480	7822	8428	+	OX578063.1	29784559	35315	35922	46	607	0	tp:A:P	cm:i:6	s1:i:46	s2:i:45	dv:f:0.0633
ERR10439742.1639034	11301	233	4801	-	OX578063.1	29784559	31137	35922	166	4787	8	tp:A:P	cm:i:14	s1:i:135	s2:i:89	dv:f:0.1300
ERR10439742.1639044	3881	7	3873	-	OX578059.1	142895829	142889641	142893525	3822	3884	0	tp:A:P	cm:i:697	s1:i:3818	s2:i:3818	dv:f:0.0001
ERR10439742.1639222	15432	15001	15328	+	OX578062.1	39551669	39464371	39464698	44	327	0	tp:A:P	cm:i:4	s1:i:44	s2:i:44	dv:f:0.0267
ERR10439742.1639225	12156	128	11746	-	OX578059.1	142895829	26557	38177	611	11831	7	tp:A:P	cm:i:54	s1:i:553	s2:i:174	dv:f:0.0092
ERR10439742.1639422	8532	2	8523	+	OX578061.1	39856278	39799810	39808336	8463	8526	3	tp:A:P	cm:i:1561	s1:i:8461	s2:i:8373	dv:f:0.0000
ERR10439742.1639449	5960	149	5526	+	OX578063.1	29784559	29779239	29784537	462	5379	0	tp:A:P	cm:i:44	s1:i:450	s2:i:449	dv:f:0.0452
ERR10439742.1639449	5960	5089	5947	+	OX578063.1	29784559	29777768	29778627	93	859	3	tp:A:P	cm:i:8	s1:i:84	s2:i:63	dv:f:0.0267
ERR10439742.1639460	8890	144	8815	-	OX578063.1	29784559	29775863	29784537	766	8675	0	tp:A:P	cm:i:73	s1:i:765	s2:i:765	dv:f:0.0477
ERR10439742.1639466	7996	147	242	+	OX578059.1	142895829	95938	96033	43	95	0	tp:A:P	cm:i:4	s1:i:43	s2:i:0	dv:f:0.0267
ERR10439742.1639489	21697	202	21697	-	OX578061.1	39856278	39801676	39823656	13713	22740	18	tp:A:P	cm:i:2425	s1:i:13445	s2:i:12354	dv:f:0.0019
ERR10439742.1639609	9539	9	9537	-	OX578061.1	39856278	39948	48912	8433	9528	5	tp:A:P	cm:i:1491	s1:i:8361	s2:i:8131	dv:f:0.0033
ERR10439742.1639783	12702	29	892	+	OX578063.1	29784559	20591	21448	45	863	1	tp:A:P	cm:i:3	s1:i:43	s2:i:0	dv:f:0.0931
ERR10439742.1640075	11471	0	11468	-	OX578059.1	142895829	142865676	142877141	11362	11469	19	tp:A:P	cm:i:2100	s1:i:11361	s2:i:10731	dv:f:0.0001
ERR10439742.1640264	7415	4	4822	-	OX578062.1	39551669	39501484	39506299	4152	4818	60	tp:A:P	cm:i:724	s1:i:4152	s2:i:2205	dv:f:0.0004
ERR10439742.1640458	7914	3	5182	+	OX578060.1	91870870	91808117	91813296	3724	5179	1	tp:A:P	cm:i:656	s1:i:3724	s2:i:3704	dv:f:0.0004
ERR10439742.1640673	14758	10350	13075	-	OX578061.1	39856278	39829867	39832595	2138	2728	0	tp:A:P	cm:i:316	s1:i:2137	s2:i:2133	dv:f:0.0010
ERR10439742.1640701	10296	2	10290	-	OX578061.1	39856278	39835931	39846219	3523	10288	60	tp:A:P	cm:i:526	s1:i:3523	s2:i:1823	dv:f:0.0001
ERR10439742.1640936	11961	189	11350	+	OX578059.1	142895829	57824	68561	285	11164	0	tp:A:P	cm:i:19	s1:i:230	s2:i:188	dv:f:0.0748
ERR10439742.1640936	11961	11335	11744	+	OX578059.1	142895829	95979	96387	43	409	0	tp:A:P	cm:i:4	s1:i:43	s2:i:0	dv:f:0.0366
ERR10439742.1640936	11961	8	204	-	OX578060.1	91870870	91870621	91870817	41	196	0	tp:A:P	cm:i:4	s1:i:41	s2:i:41	dv:f:0.0148
ERR10439742.1641052	17867	6	17859	-	OX578060.1	91870870	91779956	91802458	15009	24687	26	tp:A:P	cm:i:2687	s1:i:13912	s2:i:12753	dv:f:0.0051
ERR10439742.1641087	9339	121	9129	+	OX578059.1	142895829	45758	54766	370	9008	1	tp:A:P	cm:i:29	s1:i:370	s2:i:298	dv:f:0.0303
ERR10439742.1641225	7216	147	7126	-	OX578059.1	142895829	86694	93672	539	6979	8	tp:A:P	cm:i:48	s1:i:539	s2:i:280	dv:f:0.0027
ERR10439742.1641451	11349	120	9589	-	OX578062.1	39551669	39501484	39510892	5999	9514	60	tp:A:P	cm:i:1030	s1:i:5976	s2:i:3969	dv:f:0.0031
ERR10439742.1641472	13704	272	12952	+	OX578059.1	142895829	43015	55901	345	12892	1	tp:A:P	cm:i:23	s1:i:315	s2:i:244	dv:f:0.0827
ERR10439742.1641482	5136	582	4487	+	OX578059.1	142895829	142798281	142801977	178	3907	0	tp:A:P	cm:i:14	s1:i:149	s2:i:149	dv:f:0.0574
ERR10439742.1641549	11317	6	11315	+	OX578060.1	91870870	91782792	91799532	8724	16741	30	tp:A:P	cm:i:1551	s1:i:8063	s2:i:7226	dv:f:0.0114
ERR10439742.1641583	15120	4	15112	+	OX578063.1	29784559	49242	64105	11421	15109	5	tp:A:P	cm:i:2010	s1:i:11388	s2:i:11159	dv:f:0.0012
ERR10439742.1641613	6760	3	6756	-	OX578062.1	39551669	54702	61409	5659	6753	60	tp:A:P	cm:i:954	s1:i:5648	s2:i:376	dv:f:0.0033
ERR10439742.1641658	7237	4	7235	-	OX578063.1	29784559	29686371	29693603	7060	7232	60	tp:A:P	cm:i:1281	s1:i:7060	s2:i:129	dv:f:0.0001
ERR10439742.1641859	5714	167	5457	+	OX578059.1	142895829	34786	40076	195	5290	0	tp:A:P	cm:i:13	s1:i:195	s2:i:190	dv:f:0.0583
ERR10439742.1641930	10282	260	907	+	OX578059.1	142895829	142822193	142822841	111	648	0	tp:A:P	cm:i:12	s1:i:111	s2:i:111	dv:f:0.0190
ERR10439742.1641930	10282	7437	9999	-	OX578060.1	91870870	27716	30280	100	2564	0	tp:A:P	cm:i:7	s1:i:100	s2:i:94	dv:f:0.1017
ERR10439742.1642001	11479	348	11446	-	OX578062.1	39551669	39504718	39516252	3751	11663	37	tp:A:P	cm:i:608	s1:i:3655	s2:i:2286	dv:f:0.0053
ERR10439742.1642254	5815	8	3920	-	OX578062.1	39551669	39454065	39457981	3620	3916	42	tp:A:P	cm:i:626	s1:i:3619	s2:i:2957	dv:f:0.0030
ERR10439742.1642254	5815	3150	5250	+	OX578061.1	39856278	95760	97861	1324	2101	46	tp:A:P	cm:i:202	s1:i:1324	s2:i:1018	dv:f:0.0041
ERR10439742.1642339	12578	6418	11708	+	OX578060.1	91870870	91851304	91856430	3419	5294	0	tp:A:P	cm:i:465	s1:i:3377	s2:i:3377	dv:f:0.0161
ERR10439742.1642399	16991	732	908	-	OX578059.1	142895829	142822471	142822647	78	176	0	tp:A:P	cm:i:7	s1:i:78	s2:i:78	dv:f:0.0235
ERR10439742.1642399	16991	15143	15324	-	OX578059.1	142895829	142822404	142822585	63	181	0	tp:A:P	cm:i:6	s1:i:63	s2:i:63	dv:f:0.0190
ERR10439742.1642399	16991	16479	16851	-	OX578059.1	142895829	142822565	142822938	53	373	0	tp:A:P	cm:i:7	s1:i:53	s2:i:53	dv:f:0.0404
ERR10439742.1642507	11831	325	8569	+	OX578059.1	142895829	81629	90507	240	8878	4	tp:A:P	cm:i:16	s1:i:153	s2:i:76	dv:f:0.0560
ERR10439742.1642616	7324	23	7324	-	OX578062.1	39551669	39446576	39453877	4694	7301	40	tp:A:P	cm:i:794	s1:i:4694	s2:i:3715	dv:f:0.0002
ERR10439742.1642700	8597	6	8593	+	OX578063.1	29784559	29761355	29769946	7891	8591	60	tp:A:P	cm:i:1398	s1:i:7891	s2:i:773	dv:f:0.0002
ERR10439742.1642816	11274	2	11022	-	OX578061.1	39856278	753	10886	737	11284	9	tp:A:P	cm:i:74	s1:i:523	s2:i:247	dv:f:0.0770
ERR10439742.1642841	9351	11	6555	-	OX578059.1	142895829	35208	41754	255	6547	0	tp:A:P	cm:i:17	s1:i:255	s2:i:255	dv:f:0.0350
ERR10439742.1642841	9351	8139	8876	-	OX578059.1	142895829	70867	71604	55	737	0	tp:A:P	cm:i:4	s1:i:55	s2:i:55	dv:f:0.0267
ERR10439742.1642879	14256	567	13024	+	OX578063.1	29784559	29771854	29784537	1009	12684	0	tp:A:P	cm:i:95	s1:i:977	s2:i:963	dv:f:0.0187
ERR10439742.1642879	14256	11948	14079	+	OX578063.1	29784559	29771854	29773985	168	2132	2	tp:A:P	cm:i:16	s1:i:168	s2:i:147	dv:f:0.0471
ERR10439742.1642879	14256	145	1010	+	OX578063.1	29784559	29783672	29784537	84	865	3	tp:A:P	cm:i:8	s1:i:84	s2:i:63	dv:f:0.0210
ERR10439742.1642922	13953	2	4629	-	OX578059.1	142895829	142822565	142827192	2975	4627	0	tp:A:P	cm:i:493	s1:i:2975	s2:i:2975	dv:f:0.0001
ERR10439742.1643106	10437	5	10429	+	OX578063.1	29784559	29724538	29734962	10397	10425	60	tp:A:P	cm:i:1938	s1:i:10397	s2:i:0	dv:f:0.0001
ERR10439742.1643195	14457	5	14449	-	OX578059.1	142895829	142849247	142864058	5709	19799	60	tp:A:P	cm:i:957	s1:i:4458	s2:i:2572	dv:f:0.0447
ERR10439742.1643366	5586	694	5397	+	OX578063.1	29784559	16332	21035	440	4703	12	tp:A:P	cm:i:43	s1:i:440	s2:i:140	dv:f:0.0030
ERR10439742.1643384	13933	283	10004	-	OX578059.1	142895829	59473	69616	314	10143	0	tp:A:P	cm:i:23	s1:i:256	s2:i:247	dv:f:0.0452
ERR10439742.1643384	13933	9145	12747	-	OX578059.1	142895829	55886	59488	121	3602	1	tp:A:P	cm:i:9	s1:i:121	s2:i:76	dv:f:0.0415
ERR10439742.1643452	12136	5359	5836	-	OX578061.1	39856278	2638	3126	45	488	2	tp:A:P	cm:i:3	s1:i:42	s2:i:0	dv:f:0.1542
ERR10439742.1643729	10455	318	5607	-	OX578059.1	142895829	9893	15181	226	5289	0	tp:A:P	cm:i:18	s1:i:226	s2:i:218	dv:f:0.0356
ERR10439742.1643729	10455	3905	7296	-	OX578059.1	142895829	84795	88186	130	3392	0	tp:A:P	cm:i:9	s1:i:130	s2:i:105	dv:f:0.0376
ERR10439742.1643729	10455	4959	9618	-	OX578059.1	142895829	2507	6953	135	4660	3	tp:A:P	cm:i:9	s1:i:106	s2:i:60	dv:f:0.0518
ERR10439742.1643813	8317	1	858	-	OX578061.1	39856278	39789307	39790166	678	859	0	tp:A:P	cm:i:106	s1:i:678	s2:i:675	dv:f:0.0066
ERR10439742.1643940	15548	6	15540	-	OX578062.1	39551669	39480972	39496503	11846	15568	2	tp:A:P	cm:i:2028	s1:i:11839	s2:i:11718	dv:f:0.0032
